count	searchstring					
1	с диван-кроватью					
1	тумба тв цвет ясень темный					
1	миф гостиная макарена					
1	стенку угловую					
1	шкаф комби					
1	барди-3					
1	комоды однотонные					
1	н 104					
1	шкаф-купе комфорт - 12 с фигурным зеркалом (д2000 х в2200 х г603 мм)					
1	фиеста 09					
1	изабелелла					
1	фрезеровка					
1	полка  навесные олимп мебель					
1	диван кровать 70 см					
1	готовые гостинные					
1	шкаф платяной фирма столлайн					
1	гостиные от 350см длиной					
1	цс-3					
1	зеркало моно					
1	тумбато 2					
1	3770					
1	стол ст-101 \лайк\""					
1	домино-4 (у)					
1	диван виктория-1					
1	стол маникюра					
1	8147					
1	city					
1	vibo					
1	какркас					
1	кухни классика угловая					
1	кресло офисное brabix «enter ex-511», экокожа, черное					
